LAMMPS data file via write_data, version 2 Aug 2023, timestep = 0, units = lj

1000 atoms
1 atom types

0.0 1.2599210739135742 xlo xhi
0.0 1.2599210739135742 ylo yhi
0.0 1.2599210739135742 zlo zhi

Masses

1 1.

Atoms # sph
#atom-id atom-type rho esph cv entropy x y z ix iy iz
54 1 0.0 0.0 1.0 -0.00017381663201376796 0.3964649736881256 0.924083948135376 0.03184928372502327 0 0 0
55 1 0.0 0.0 1.0 -0.0001719299762044102 1.0844149589538574 1.0035356283187866 1.1193195581436157 0 0 0
56 1 0.0 0.0 1.0 -0.00017255384591408074 0.5219471454620361 0.7952307462692261 0.20064377784729004 0 0 0
57 1 0.0 0.0 1.0 -8.708778477739543e-05 0.6712949275970459 1.1203731298446655 0.5913721323013306 0 0 0
58 1 0.0 0.0 1.0 -0.00017567072063684464 0.9337007403373718 0.39208096265792847 0.3174671232700348 0 0 0
59 1 0.0 0.0 1.0 -0.00017596842371858656 1.1642374992370605 0.7666965126991272 0.6561376452445984 0 0 0
60 1 0.0 0.0 1.0 -8.687438821652904e-05 0.8768465518951416 1.1236499547958374 0.22883282601833344 0 0 0
61 1 0.0 0.0 1.0 -0.0001746494381222874 0.7142729163169861 0.2567726969718933 0.3493126928806305 0 0 0
62 1 0.0 0.0 1.0 -8.68476927280426e-05 0.9261856079101562 0.07665859907865524 0.7617767453193665 0 0 0
63 1 0.0 0.0 1.0 -0.0001723114401102066 1.1243995428085327 0.22732724249362946 0.6082355976104736 0 0 0
64 1 0.0 0.0 1.0 -8.605308539699763e-05 0.8765588998794556 0.068215012550354 1.2215183973312378 0 0 0
65 1 0.0 0.0 1.0 -0.00017583857697900385 0.9060770273208618 1.031070590019226 0.25015532970428467 0 0 0
66 1 0.0 0.0 1.0 -8.742032514419407e-05 0.004160360433161259 0.6275164484977722 1.1293714046478271 0 0 0
67 1 0.0 0.0 1.0 -0.00017392923473380506 0.6341844201087952 1.0651885271072388 0.4051268398761749 0 0 0
68 1 0.0 0.0 1.0 -8.799778879620135e-05 0.35353368520736694 0.05272689461708069 0.4564216434955597 0 0 0
69 1 0.0 0.0 1.0 -0.00017365560051985085 0.6792253851890564 0.8568199276924133 0.9352636337280273 0 0 0
70 1 0.0 0.0 1.0 -0.00017577897233422846 0.2005825936794281 0.9029025435447693 0.5934281349182129 0 0 0
71 1 0.0 0.0 1.0 -0.0001750232622725889 0.21210423111915588 0.5191771388053894 0.8565464019775391 0 0 0
72 1 0.0 0.0 1.0 -8.734874427318573e-05 0.11745941638946533 1.1040109395980835 0.2539104223251343 0 0 0
73 1 0.0 0.0 1.0 -0.00017386607942171395 0.11981111764907837 0.3115789592266083 0.4758602976799011 0 0 0
74 1 0.0 0.0 1.0 -0.0001747183850966394 1.0649654865264893 0.43568000197410583 1.072513222694397 0 0 0
75 1 0.0 0.0 1.0 -0.00017469568410888314 0.03860278055071831 1.1974945068359375 0.3116105794906616 0 0 0
76 1 0.0 0.0 1.0 -0.00017453845066484064 1.0070216655731201 0.4930039942264557 0.6774470806121826 0 0 0
77 1 0.0 0.0 1.0 -0.00017480037058703601 1.2068917751312256 0.7602574229240417 0.7873775362968445 0 0 0
78 1 0.0 0.0 1.0 -0.00017476125503890216 0.5035489797592163 0.2582550048828125 0.06399232149124146 0 0 0
79 1 0.0 0.0 1.0 -0.0001772699470166117 0.806243360042572 0.0810365378856659 0.006464544218033552 0 0 0
80 1 0.0 0.0 1.0 -0.00017324209329672158 0.2963850796222687 0.876331627368927 0.02881701849400997 0 0 0
81 1 0.0 0.0 1.0 -0.0001746690832078457 0.5179600119590759 0.5591376423835754 0.9355107545852661 0 0 0
82 1 0.0 0.0 1.0 -0.0001748567883623764 0.5745115876197815 1.0407570600509644 0.5197564959526062 0 0 0
83 1 0.0 0.0 1.0 -0.00017456959176342934 0.5147644281387329 1.0280022621154785 0.3357051610946655 0 0 0
84 1 0.0 0.0 1.0 -0.00017527310410514474 0.27013513445854187 0.6658082604408264 0.8804578185081482 0 0 0
85 1 0.0 0.0 1.0 -8.757738396525383e-05 0.08223902434110641 0.05786098912358284 1.0705257654190063 0 0 0
86 1 0.0 0.0 1.0 -8.809871360426769e-05 0.653427004814148 0.6755824685096741 0.10565958172082901 0 0 0
87 1 0.0 0.0 1.0 -0.00017532598576508462 0.5918853878974915 0.7410227060317993 0.04911581054329872 0 0 0
88 1 0.0 0.0 1.0 -8.752835856284946e-05 0.24116556346416473 0.1036563441157341 0.941232442855835 0 0 0
89 1 0.0 0.0 1.0 -8.730473928153515e-05 0.9853062033653259 0.8988659381866455 0.786716878414154 0 0 0
90 1 0.0 0.0 1.0 -0.00017353944713249803 0.7393113970756531 0.26480555534362793 0.5459721088409424 0 0 0
91 1 0.0 0.0 1.0 -0.0001743872562656179 0.1480577290058136 0.06223759055137634 0.29271161556243896 0 0 0
92 1 0.0 0.0 1.0 -0.00017374430899508297 0.8721139430999756 0.9575148224830627 1.2402362823486328 0 0 0
93 1 0.0 0.0 1.0 -8.725796942599118e-05 0.5169756412506104 0.3942702114582062 0.5747314095497131 0 0 0
94 1 0.0 0.0 1.0 -0.00017548352479934692 0.9562367796897888 1.178734302520752 1.249653697013855 0 0 0
95 1 0.0 0.0 1.0 -8.689070091350004e-05 0.04480775445699692 0.9110931158065796 0.9217134714126587 0 0 0
96 1 0.0 0.0 1.0 -8.738123869989067e-05 0.5093728303909302 1.126037836074829 0.04380444809794426 0 0 0
97 1 0.0 0.0 1.0 -0.00017297915474046022 0.4274815618991852 0.6125887632369995 0.9641231894493103 0 0 0
98 1 0.0 0.0 1.0 -0.0001738535356707871 0.1735353022813797 1.1504818201065063 0.13933391869068146 0 0 0
99 1 0.0 0.0 1.0 -0.00017427033162675798 0.8519612550735474 1.1696696281433105 0.08983173221349716 0 0 0
100 1 0.0 0.0 1.0 -0.00017401306831743568 0.41648098826408386 0.9347131252288818 1.0280882120132446 0 0 0
101 1 0.0 0.0 1.0 -0.00017323667998425663 0.5214083194732666 0.5586174130439758 1.0108574628829956 0 0 0
102 1 0.0 0.0 1.0 -0.00017557386308908463 0.7056321501731873 1.1829161643981934 0.9781965613365173 0 0 0
103 1 0.0 0.0 1.0 -0.0001755785197019577 1.099509835243225 0.20071366429328918 0.5859693884849548 0 0 0
104 1 0.0 0.0 1.0 -0.00017436115012969822 0.8448581695556641 0.22092995047569275 0.18242838978767395 0 0 0
105 1 0.0 0.0 1.0 -0.00017425641999579966 0.6860464215278625 0.8444610834121704 1.1071423292160034 0 0 0
106 1 0.0 0.0 1.0 -0.0001749503135215491 1.226660132408142 0.38886213302612305 0.3952599763870239 0 0 0
107 1 0.0 0.0 1.0 -0.00017212561215274036 0.830681324005127 0.07542576640844345 0.20026151835918427 0 0 0
108 1 0.0 0.0 1.0 -0.00017415834008716047 0.5463101863861084 0.7902428507804871 0.7838523983955383 0 0 0
109 1 0.0 0.0 1.0 -8.694930875208229e-05 0.4730691611766815 0.771782398223877 0.4595617949962616 0 0 0
110 1 0.0 0.0 1.0 -0.00017370469868183136 0.538947582244873 0.5191307663917542 0.07713441550731659 0 0 0
111 1 0.0 0.0 1.0 -8.717093442101032e-05 1.1992424726486206 0.7115678191184998 0.15012110769748688 0 0 0
112 1 0.0 0.0 1.0 -0.00017398098134435713 0.7236323356628418 0.07097823172807693 1.045849323272705 0 0 0
113 1 0.0 0.0 1.0 -0.000175190856680274 0.4301977753639221 0.9071342349052429 1.1599847078323364 0 0 0
114 1 0.0 0.0 1.0 -8.741156489122659e-05 1.1036001443862915 0.9098578691482544 0.3193556070327759 0 0 0
115 1 0.0 0.0 1.0 -0.00017223214672412723 0.1460767239332199 0.7852819561958313 0.5610533356666565 0 0 0
116 1 0.0 0.0 1.0 -0.00017415234469808638 0.3743792176246643 0.14575275778770447 0.38006696105003357 0 0 0
117 1 0.0 0.0 1.0 -0.0001733137760311365 1.2456674575805664 1.0849156379699707 0.5988248586654663 0 0 0
118 1 0.0 0.0 1.0 -0.00017475130152888596 0.2004968225955963 0.7212619185447693 0.5488272309303284 0 0 0
119 1 0.0 0.0 1.0 -0.00017561213462613523 0.2568654716014862 0.6484621167182922 0.3859580457210541 0 0 0
120 1 0.0 0.0 1.0 -0.0001753740943968296 0.7231210470199585 0.2968766689300537 0.31889986991882324 0 0 0
121 1 0.0 0.0 1.0 -0.00017472145555075258 0.0457846075296402 0.9500702023506165 0.850413978099823 0 0 0
122 1 0.0 0.0 1.0 -0.00017484219279140234 0.36306580901145935 0.2494516372680664 0.7762724161148071 0 0 0
123 1 0.0 0.0 1.0 -0.00017394684255123138 0.3280397951602936 1.2100125551223755 0.29516130685806274 0 0 0
124 1 0.0 0.0 1.0 -0.00017446550191380084 0.4669754207134247 0.40777480602264404 0.7605114579200745 0 0 0
125 1 0.0 0.0 1.0 -0.00017279066378250718 0.016833443194627762 0.6973737478256226 0.9746952652931213 0 0 0
126 1 0.0 0.0 1.0 -8.676573634147644e-05 0.21010048687458038 0.8600046038627625 0.283583402633667 0 0 0
127 1 0.0 0.0 1.0 -0.00017399904027115554 1.165019154548645 0.04478317126631737 0.49786466360092163 0 0 0
128 1 0.0 0.0 1.0 -0.00017418578499928117 0.47559091448783875 0.3175659775733948 0.30573031306266785 0 0 0
129 1 0.0 0.0 1.0 -0.0001747244969010353 0.4512399435043335 0.5249724388122559 1.2441471815109253 0 0 0
130 1 0.0 0.0 1.0 -0.00017348038090858608 0.7326885461807251 1.0876339673995972 0.9297559857368469 0 0 0
131 1 0.0 0.0 1.0 -0.00017371053399983793 0.8681209087371826 0.622776210308075 0.836093544960022 0 0 0
132 1 0.0 0.0 1.0 -8.756927854847163e-05 0.32488781213760376 1.151342749595642 0.7507620453834534 0 0 0
133 1 0.0 0.0 1.0 -0.00017529167234897614 1.2079564332962036 1.0154365301132202 0.8110095858573914 0 0 0
134 1 0.0 0.0 1.0 -0.00017262368055526167 0.8122338056564331 1.2288376092910767 0.44705063104629517 0 0 0
135 1 0.0 0.0 1.0 -0.0001715824764687568 0.6705588698387146 0.088820680975914 1.062650203704834 0 0 0
136 1 0.0 0.0 1.0 -0.00017388403648510575 0.5805740356445312 0.8792830109596252 0.49565190076828003 0 0 0
137 1 0.0 0.0 1.0 -0.00017529306933283806 1.0832120180130005 0.9452860355377197 1.0774918794631958 0 0 0
138 1 0.0 0.0 1.0 -0.00017408846179023385 0.5612826347351074 0.448525995016098 0.2686959505081177 0 0 0
139 1 0.0 0.0 1.0 -0.00017322995699942112 0.41600164771080017 0.43794572353363037 0.09499931335449219 0 0 0
140 1 0.0 0.0 1.0 -0.0001737290294840932 0.3335173726081848 0.03766041249036789 0.4781930446624756 0 0 0
141 1 0.0 0.0 1.0 -0.0001737973652780056 1.214016079902649 0.8071443438529968 0.10476091504096985 0 0 0
142 1 0.0 0.0 1.0 -0.0001745236513670534 0.6070019602775574 0.3009330928325653 0.45954060554504395 0 0 0
143 1 0.0 0.0 1.0 -0.00017484684940427542 0.18280214071273804 0.6680129170417786 0.13631662726402283 0 0 0
144 1 0.0 0.0 1.0 -0.00017427877173759043 0.5371983051300049 0.09788442403078079 0.9465275406837463 0 0 0
145 1 0.0 0.0 1.0 -0.00017406008555553854 0.5252597332000732 1.0337547063827515 0.003156244521960616 0 0 0
146 1 0.0 0.0 1.0 -0.00017629750072956085 0.13031692802906036 0.49383628368377686 0.8065435886383057 0 0 0
147 1 0.0 0.0 1.0 -0.00017524254508316517 0.08763649314641953 0.05879627540707588 0.4109083414077759 0 0 0
148 1 0.0 0.0 1.0 -0.00017398530326317996 0.5094594955444336 0.06277507543563843 0.5067638754844666 0 0 0
149 1 0.0 0.0 1.0 -0.0001728085189824924 0.11423832178115845 1.1436924934387207 0.684431791305542 0 0 0
150 1 0.0 0.0 1.0 -0.0001754075346980244 0.16613556444644928 0.25540032982826233 1.2220869064331055 0 0 0
151 1 0.0 0.0 1.0 -8.718247408978641e-05 0.3822386860847473 1.2081094980239868 1.0680099725723267 0 0 0
152 1 0.0 0.0 1.0 -0.00017571555508766323 1.2080047130584717 0.5668560862541199 0.8875449895858765 0 0 0
153 1 0.0 0.0 1.0 -0.0001754060504026711 0.7637463808059692 0.21019743382930756 1.2295390367507935 0 0 0
154 1 0.0 0.0 1.0 -0.0001749404618749395 0.8983654975891113 1.1951154470443726 0.6440649032592773 0 0 0
155 1 0.0 0.0 1.0 -0.00017548311734572053 0.8168957233428955 0.20670050382614136 0.4130488634109497 0 0 0
156 1 0.0 0.0 1.0 -8.794550376478583e-05 1.2073270082473755 0.5164636373519897 0.6085824370384216 0 0 0
157 1 0.0 0.0 1.0 -0.00017436132475268096 0.4060516655445099 0.7781311869621277 0.07022218406200409 0 0 0
158 1 0.0 0.0 1.0 -0.00017374906747136265 0.9381880760192871 0.21514098346233368 1.1610755920410156 0 0 0
159 1 0.0 0.0 1.0 -0.00017490540631115437 0.5394695401191711 0.4730207622051239 1.217956781387329 0 0 0
160 1 0.0 0.0 1.0 -0.0001736511185299605 0.26305630803108215 0.12416372448205948 0.3904462158679962 0 0 0
161 1 0.0 0.0 1.0 -0.00017301348270848393 0.5606071352958679 0.4346572458744049 0.26183512806892395 0 0 0
162 1 0.0 0.0 1.0 -0.00017362978542223573 1.0185096263885498 0.8044037818908691 0.6615819334983826 0 0 0
163 1 0.0 0.0 1.0 -0.00017488481535110623 0.4046189486980438 0.6366926431655884 0.38403019309043884 0 0 0
164 1 0.0 0.0 1.0 -0.00017369812121614814 1.0800788402557373 1.202589511871338 0.2692447304725647 0 0 0
165 1 0.0 0.0 1.0 -0.00017272084369324148 0.8196438550949097 1.0370713472366333 0.3108227252960205 0 0 0
166 1 0.0 0.0 1.0 -0.00017440281226299703 0.36494508385658264 0.3365285098552704 0.24895597994327545 0 0 0
167 1 0.0 0.0 1.0 -0.00017576239770278335 0.00530123058706522 0.9033123850822449 1.1823840141296387 0 0 0
168 1 0.0 0.0 1.0 -0.00017546578601468354 0.8541223406791687 0.953161358833313 1.1466569900512695 0 0 0
169 1 0.0 0.0 1.0 -0.00017500785179436207 0.111730195581913 0.5670498013496399 0.36304447054862976 0 0 0
170 1 0.0 0.0 1.0 -0.00017348103574477136 1.1504465341567993 0.8071550726890564 0.285545289516449 0 0 0
171 1 0.0 0.0 1.0 -0.00017386674880981445 0.12043028324842453 0.6385630965232849 0.3228627145290375 0 0 0
172 1 0.0 0.0 1.0 -0.00017374008893966675 1.133451223373413 1.1691113710403442 0.786427915096283 0 0 0
173 1 0.0 0.0 1.0 -0.0001738942228257656 0.9223802089691162 0.37545084953308105 0.5175926685333252 0 0 0
174 1 0.0 0.0 1.0 -0.00017490248137619346 0.6853814721107483 1.008260726928711 1.1605898141860962 0 0 0
175 1 0.0 0.0 1.0 -0.0001743928442010656 1.195043921470642 0.7025005221366882 0.20599542558193207 0 0 0
176 1 0.0 0.0 1.0 -0.00017353121074847877 1.1621068716049194 0.23335328698158264 1.0944671630859375 0 0 0
177 1 0.0 0.0 1.0 -0.00017584217130206525 1.1212553977966309 0.29945844411849976 0.8732855319976807 0 0 0
178 1 0.0 0.0 1.0 -0.0001752158859744668 0.48940518498420715 0.6683171391487122 0.21041244268417358 0 0 0
179 1 0.0 0.0 1.0 -0.00017515613581053913 1.0634617805480957 0.3616206645965576 1.159411907196045 0 0 0
180 1 0.0 0.0 1.0 -0.00017299292085226625 0.2968267500400543 0.739870548248291 0.8438777923583984 0 0 0
181 1 0.0 0.0 1.0 -0.00017507796292193234 0.12303575128316879 0.33148500323295593 1.1576648950576782 0 0 0
182 1 0.0 0.0 1.0 -0.00017428601859137416 1.1735634803771973 0.01654992066323757 0.971889853477478 0 0 0
183 1 0.0 0.0 1.0 -0.00017562959692440927 0.9359734058380127 0.7912179827690125 0.7942337393760681 0 0 0
184 1 0.0 0.0 1.0 -0.00017206411575898528 1.0826491117477417 0.3036482036113739 0.7353213429450989 0 0 0
185 1 0.0 0.0 1.0 -0.0001735991972964257 1.2399319410324097 0.44282066822052 0.13356447219848633 0 0 0
186 1 0.0 0.0 1.0 -0.0001743825851008296 0.8985821008682251 1.0559378862380981 1.159462571144104 0 0 0
187 1 0.0 0.0 1.0 -0.0001731790543999523 1.148231029510498 0.10837223380804062 0.8261628150939941 0 0 0
188 1 0.0 0.0 1.0 -0.00017528870375826955 0.9885899424552917 0.6519423127174377 0.9207800030708313 0 0 0
189 1 0.0 0.0 1.0 -0.00017617270350456238 1.1991932392120361 1.1443220376968384 1.1846470832824707 0 0 0
190 1 0.0 0.0 1.0 -0.00017322401981800795 1.091456651687622 0.921467125415802 0.14818380773067474 0 0 0
191 1 0.0 0.0 1.0 -0.00017471975297667086 0.9211835861206055 0.42247310280799866 0.850498616695404 0 0 0
192 1 0.0 0.0 1.0 -0.00017664633924141526 0.5261783003807068 0.0930902436375618 1.0056694746017456 0 0 0
193 1 0.0 0.0 1.0 -0.00017451461462769657 0.44620591402053833 0.33294010162353516 0.41482222080230713 0 0 0
194 1 0.0 0.0 1.0 -0.0001753291580826044 0.7741302847862244 0.8633809685707092 0.3331567049026489 0 0 0
195 1 0.0 0.0 1.0 -0.00017463428957853466 0.2754671275615692 0.8262799978256226 0.43763500452041626 0 0 0
196 1 0.0 0.0 1.0 -0.00017554685473442078 1.1725846529006958 1.2053877115249634 0.6815438866615295 0 0 0
197 1 0.0 0.0 1.0 -0.00017349381232634187 0.7661296725273132 1.2081477642059326 0.4521837830543518 0 0 0
198 1 0.0 0.0 1.0 -0.00017425586702302098 0.008964919485151768 0.7427987456321716 0.9210806488990784 0 0 0
199 1 0.0 0.0 1.0 -0.00017334343283437192 1.2122124433517456 0.7318689227104187 1.1719999313354492 0 0 0
200 1 0.0 0.0 1.0 -0.00017423144890926778 0.19697481393814087 0.7430926561355591 0.8204070329666138 0 0 0
201 1 0.0 0.0 1.0 -0.00017427373677492142 0.005130651872605085 0.556232213973999 1.240071177482605 0 0 0
202 1 0.0 0.0 1.0 -0.00017345862579531968 0.26271337270736694 0.6600960493087769 0.6295332312583923 0 0 0
203 1 0.0 0.0 1.0 -0.00017548026517033577 1.0080015659332275 0.5835027694702148 0.9651533365249634 0 0 0
204 1 0.0 0.0 1.0 -0.0001743787433952093 1.1082203388214111 0.4467794597148895 1.1529760360717773 0 0 0
205 1 0.0 0.0 1.0 -0.00017414739704690874 0.4819055497646332 0.6139248013496399 0.7408096194267273 0 0 0
206 1 0.0 0.0 1.0 -0.00017387233674526215 0.2476246953010559 0.30894914269447327 0.37358513474464417 0 0 0
207 1 0.0 0.0 1.0 -0.00017472999752499163 0.6588677763938904 0.14440810680389404 0.4591987133026123 0 0 0
208 1 0.0 0.0 1.0 -0.00017506879521533847 0.7362272143363953 0.08567696809768677 1.1429163217544556 0 0 0
209 1 0.0 0.0 1.0 -0.00017508104792796075 0.23919270932674408 0.9638321995735168 0.3226146101951599 0 0 0
210 1 0.0 0.0 1.0 -0.00017281025066040456 0.7436072826385498 0.6507732272148132 0.17093534767627716 0 0 0
211 1 0.0 0.0 1.0 -0.00017449911683797836 0.29048633575439453 0.009852083399891853 0.5343058109283447 0 0 0
212 1 0.0 0.0 1.0 -0.00017369803390465677 0.6208869218826294 0.5800749063491821 0.04972996190190315 0 0 0
213 1 0.0 0.0 1.0 -0.00017617898993194103 0.48380208015441895 0.991051435470581 0.44536682963371277 0 0 0
214 1 0.0 0.0 1.0 -0.00017325551016256213 0.08937181532382965 0.24620814621448517 0.4397028386592865 0 0 0
215 1 0.0 0.0 1.0 -0.00017335153825115412 0.6484665274620056 0.4597153663635254 0.6004744172096252 0 0 0
216 1 0.0 0.0 1.0 -0.0001743313914630562 0.20592299103736877 1.2046077251434326 0.17043596506118774 0 0 0
217 1 0.0 0.0 1.0 -0.00017499405657872558 0.7166241407394409 0.7165212631225586 0.24725660681724548 0 0 0
218 1 0.0 0.0 1.0 -0.00017500385001767427 0.4222065508365631 0.149917334318161 1.0783727169036865 0 0 0
219 1 0.0 0.0 1.0 -0.00017501786351203918 0.2454964518547058 1.0773063898086548 1.2221554517745972 0 0 0
220 1 0.0 0.0 1.0 -0.00017358417971991003 0.27300122380256653 0.958881139755249 0.265532910823822 0 0 0
221 1 0.0 0.0 1.0 -0.00017616574768908322 0.17127209901809692 0.9105245471000671 0.1848222315311432 0 0 0
222 1 0.0 0.0 1.0 -0.0001753423421178013 0.6018328666687012 0.3590381443500519 0.5921186804771423 0 0 0
223 1 0.0 0.0 1.0 -0.0001735767291393131 0.8826062083244324 0.911548376083374 1.0139001607894897 0 0 0
224 1 0.0 0.0 1.0 -0.00017504766583442688 0.1882764846086502 0.7011414170265198 0.04200403764843941 0 0 0
225 1 0.0 0.0 1.0 -0.0001747197238728404 0.40609437227249146 0.23597359657287598 1.0367538928985596 0 0 0
